房源标题,网页网址,性别要求,房屋类型,合租/整租,地址,每月租金,出租时长,时间,学校,出租方式,房源,联系方式
海湾轩有房找室友,https://hongkong365.cn/house/662d1955870f375769720b30,女性,酒店式公寓,合租, 红磡/黄埔-香港海湾轩(日租公寓),4500,可议,2024-04-27,nan,个人,花生香港,
港大B2口附近女生单间转租,https://hongkong365.cn/house/662d186825f3c15c5e75ec6e,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-美城大厦,6250,可议,2024-04-27,nan,个人,花生香港,
港大超近两房中一房出租（限女生）,https://hongkong365.cn/house/662d10a3870f375769720b1d,女性,洋楼,合租, 薄扶林-俊威阁,7500,可议,2024-04-27,nan,个人,花生香港,
超低价转「大埔墟」豪宅小区,https://hongkong365.cn/house/662cf1a8f16f17590a511684,女性,洋楼,合租, 大埔/火炭/太和-天钻,5400,可议,2024-04-27,港中文,个人,花生香港,
港硕低价挥泪转租，拎包入住。深水埗沙湾道178-184号双喜中心（洋楼）高层转租，近cityu，近金钟。单人单间带厕所，一米二大床，一米二桌子。4900港币。时间五月14至8月27,https://hongkong365.cn/house/662cf076870f375769720ad8,男性,洋楼,合租, 长沙湾/深水埗/荔枝角-双喜中心,4900,可议,2024-04-27,nan,个人,花生香港,
海滨南岸中高层转租,https://hongkong365.cn/house/662cecb525f3c15c5e75ec07,男女皆可,洋楼,整租, 红磡/黄埔-海滨南岸第5座,18000,可议,2024-04-27,nan,个人,花生香港,
🇭🇰坚尼地城转租,https://hongkong365.cn/house/662895da7183c54ce32ac1c7,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-美菲阁,4900,可议,2024-04-27,nan,房东,花生香港,
香港大学坚尼地城B口Kennedy38转租,https://hongkong365.cn/house/662ccbaa25f3c15c5e75ebc4,男女皆可,酒店式公寓,整租, 西营盘/坚尼地城/石塘咀-山市街,22000,可议,2024-04-27,nan,个人,花生香港,
吐血转租 无佣金 4800 康城,https://hongkong365.cn/house/662cb2d425f3c15c5e75eb7a,女性,洋楼,合租, 康城-领都,4800,可议,2024-04-27,nan,个人,花生香港,
6-7月转租尖沙咀超大衣柜单间,https://hongkong365.cn/house/662cbf5ef16f17590a511613,女性,洋楼,合租, 尖沙咀/佐敦-金柏阁,6500,可议,2024-04-27,nan,个人,花生香港,
港校学生坚尼地城低价转租，欢迎咨询！,https://hongkong365.cn/house/662ca598f16f17590a5115ce,男女皆可,学生公寓,合租, 西营盘/坚尼地城/石塘咀-太白居,5999,可议,2024-04-27,nan,个人,花生香港,
石硖尾街2号电梯24小时保安,https://hongkong365.cn/house/662ca7c21dc70d02bb214be3,男女皆可,洋楼,整租, 长沙湾/深水埗/荔枝角-长沙湾,6700,可议,2024-04-27,nan,中介/其他,花生香港,
红磡找室友,https://hongkong365.cn/house/662ca0544f08c63aa7614382,男性,唐楼,合租, 红磡/黄埔-联盛大厦,4200,可议,2024-04-27,nan,个人,花生香港,
两室一厅罗湖口岸附近转租！可入住到8.7，可续租,https://hongkong365.cn/house/661621d568b7805f5e38015c,女性,酒店式公寓,合租, 深圳市区-汇金天琅大厦,3250,可议,2024-04-27,港中文,个人,花生香港,
近港大 香港岛独卧 暑假5月底-8月转租,https://hongkong365.cn/house/662cb8924f08c63aa76143c7,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-均益大厦第二期,4000,可议,2024-04-27,nan,个人,花生香港,
香港中文大学赤坭坪男单人间,https://hongkong365.cn/house/662cbbe925f3c15c5e75eb8f,男性,村屋,合租, 大围/沙田-赤泥坪村,3599,0个月,2024-04-27,港中文,个人,花生香港,
港大整套整洁studio转短租,https://hongkong365.cn/house/662b487ef455be3cbd05a671,男女皆可,唐楼,整租, 西营盘/坚尼地城/石塘咀-西环,7000,可议,2024-04-26,nan,个人,花生香港,
大圍<名城>單人間$3300-7500,https://hongkong365.cn/house/65b8a9699bf56772e040fcae,男女皆可,学生公寓,合租, 大围/沙田-名城,3300,可议,2024-04-26,港中文,房东,花生香港,
低价转租海澄轩海景酒店,https://hongkong365.cn/house/662b2075533df22809573733,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,4830,可议,2024-04-26,nan,个人,花生香港,
5分鐘到港大，2房1廳租$17800,https://hongkong365.cn/house/662b2317f455be3cbd05a606,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-圣安多尼学校,17800,可议,2024-04-26,nan,中介/其他,花生香港,
海韵轩五一整租短租,https://hongkong365.cn/house/662b2c3c0736297aa87dc1a1,男女皆可,酒店式公寓,整租, 红磡/黄埔-海韵轩,7000,可议,2024-04-26,nan,房东,花生香港,
旺角独卫单人间转租,https://hongkong365.cn/house/6623b0446b8cd23489091eb1,男女皆可,洋楼,合租, 油麻地/旺角/太子-旺角大楼,6500,可议,2024-04-26,nan,个人,花生香港,
中环全新房5月到8月转租,https://hongkong365.cn/house/662b3546f455be3cbd05a63c,男女皆可,酒店式公寓,整租, 上环/中环/金钟-芬芳大厦,12000,可议,2024-04-26,nan,个人,花生香港,
香港大学B1口房间出租，仅3分钟路程,https://hongkong365.cn/house/66272739b40e551401430596,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-香港大学,7000,可议,2024-04-26,nan,个人,花生香港,
海滨南岸客厅下铺转租，3300港币一个月,https://hongkong365.cn/house/662b3d11f455be3cbd05a64d,女性,洋楼,合租, 红磡/黄埔-海滨南岸东区,3300,可议,2024-04-26,nan,房东,花生香港,
近香港大學地鐵站B 1出口直行2分鐘，全新裝修，環境潔淨,https://hongkong365.cn/house/662b45d80736297aa87dc1e8,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-均益大厦第二期,6800,可议,2024-04-26,nan,房东,花生香港,
紅磡開放式房屋,https://hongkong365.cn/house/662ab00cb1423109480bf4e1,男女皆可,洋楼,整租, 红磡/黄埔-红磡,13500,可议,2024-04-26,nan,房东,花生香港,
近港大地鐵站B 2出口，全新靚裝修,https://hongkong365.cn/house/662b4adde08200295216aa8a,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-金陵阁B座,13300,可议,2024-04-26,nan,房东,花生香港,
油尖旺超高性价比安静套房带卫生间灶台,https://hongkong365.cn/house/662b518ef455be3cbd05a68f,男女皆可,唐楼,整租, 油麻地/旺角/太子-点子冰室,7600,可议,2024-04-26,nan,房东,花生香港,
5/1-7/31 沙田希尔顿中心C座（限男生）,https://hongkong365.cn/house/660eb385b12b1456ae4d42be,男性,学生公寓,合租, 大围/沙田-沙田正街，希尔顿中心[公交站],6000,可议,2024-04-26,港中文,个人,花生香港,
預租港大靚裝海景2房帶家具電器,https://hongkong365.cn/house/662b67800736297aa87dc24b,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-伟景阁,18800,可议,2024-04-26,nan,中介/其他,花生香港,
大埔天钻（己租出）,https://hongkong365.cn/house/646bbf45e1ca0b47804312d8,男女皆可,洋楼,整租, 大埔/火炭/太和-大埔山塘路,23000,可议,2024-04-26,港中文,房东,花生香港,
業主直租（免中介費）,https://hongkong365.cn/house/662b8e629bef6e5c36380d8c,男女皆可,洋楼,合租, 薄扶林-学士台,11000,可议,2024-04-26,nan,房东,花生香港,
海滨南岸转租,https://hongkong365.cn/house/6625078eb40e5514014301d0,男性,洋楼,合租, 红磡/黄埔-海滨南岸第3座,5000,0个月,2024-04-26,nan,个人,花生香港,
(西營盤)雅緻精美兩套一厅带工人房 傢电齐 挽包入住,https://hongkong365.cn/house/660513fb94ca0a62da25ac15,男女皆可,唐楼,整租, 西营盘/坚尼地城/石塘咀-第三街休憩处,16500,可议,2024-04-26,nan,中介/其他,花生香港,
近港大可短租全新精品套間 帶基本傢電 挽包入住,https://hongkong365.cn/house/6585313d505d4564ec1b907c,男女皆可,唐楼,整租, 西营盘/坚尼地城/石塘咀-South Lane,6200,可议,2024-04-26,nan,中介/其他,花生香港,
又一居转租短租,https://hongkong365.cn/house/6624dc57c2b2a70f6e162de2,女性,洋楼,合租, 石硖尾/九龙塘-又一居26座,6800,0个月,2024-04-26,nan,个人,花生香港,
理工大学附近超靓一房一厅,https://hongkong365.cn/house/662aaa77b1423109480bf4d9,男女皆可,洋楼,整租, 尖沙咀/佐敦-柯士甸[地铁站],8700,可议,2024-04-26,nan,中介/其他,花生香港,
尖沙咀出租加号码WhatsApp,https://hongkong365.cn/house/662aab4cb1423109480bf4da,女性,洋楼,整租, 尖沙咀/佐敦-尖沙咀柯士甸车站-巴士停靠点,7000,0个月,2024-04-26,nan,房东,花生香港,
铜锣湾一房一厅,https://hongkong365.cn/house/662a94d82dc4796ecb3574f1,女性,唐楼,整租, 湾仔/铜锣湾-海都大厦,7000,可议,2024-04-26,nan,房东,花生香港,
维峰浚汇·一房·有阳台·270平方尺·中低层,https://hongkong365.cn/house/6628c2aa7183c54ce32ac236,男女皆可,洋楼,整租, 天后/炮台山-天后,19000,可议,2024-04-26,nan,房东,花生香港,
铜锣湾香港大厦家电齐全拎包入住套房,https://hongkong365.cn/house/661a8835d70a1c6cc416c6ef,男女皆可,洋楼,整租, 湾仔/铜锣湾-香港大厦,6800,可议,2024-04-26,nan,中介/其他,花生香港,
西营盘第二街380呎两房一厅,https://hongkong365.cn/house/6624a6008015fd4b650220e9,男女皆可,唐楼,整租, 西营盘/坚尼地城/石塘咀-Polygon Cafe,12000,可议,2024-04-26,nan,中介/其他,花生香港,
沙田第一城找男生单间室友，水电网全包，家具齐全，室友是港浸会和科学园男生，可以只租半年，10个月，一年都可以，家具齐全，,https://www.gangpiaoquan.com/Rent/info/id/113191.html,男性,洋楼,合租,新界/大围/沙田,6000.0,长租,2024-04-26,港中文,,港漂圈,微信 Maxwell67051355
盈采华庭厅长低价转租,https://hongkong365.cn/house/6629cc5d2483272cf652fc43,女性,酒店式公寓,合租, 红磡/黄埔-盈采华庭,3800,可议,2024-04-25,nan,个人,花生香港,
加多利軒,https://hongkong365.cn/house/6629e6551b4d465a6c628a74,男女皆可,洋楼,整租, 土瓜湾/何文田-加多利轩,13000,可议,2024-04-25,nan,中介/其他,花生香港,
‼️尖沙咀华宝大厦三房一厅，转租带窗厅房‼️,https://hongkong365.cn/house/6629e37c65201722543a8003,女性,洋楼,合租, 尖沙咀/佐敦-华宝大厦,3800,0个月,2024-04-25,nan,房东,花生香港,
可预订七月房源 湾仔靓套房 1分钟到地铁站,https://hongkong365.cn/house/66208aee8b8cf8589c3e7390,男女皆可,洋楼,合租, 湾仔/铜锣湾-湾仔轩尼诗道,8800,可议,2024-04-25,nan,中介/其他,花生香港,
现有 [宝琳新都城一期] 主卧双人间出租！整租8500港币(可议价)只限女生‼️,https://hongkong365.cn/house/6629de5865201722543a7ff9,女性,洋楼,合租, 将军澳/坑口/宝琳-新都城一期,8500,可议,2024-04-25,nan,个人,花生香港,
尖沙咀重庆大厦独立房间,https://hongkong365.cn/house/6629d75465201722543a7fec,男女皆可,洋楼,合租, 尖沙咀/佐敦-弥敦道重庆大厦,4000,可议,2024-04-25,nan,房东,花生香港,
屯門御半山近岭南大學,https://hongkong365.cn/house/6629d4f465201722543a7fe6,男女皆可,洋楼,整租, 元朗/天水围/屯门-御半山,12800,可议,2024-04-25,nan,中介/其他,花生香港,
300尺一房一厅！十分钟到元朗市区、深圳和锦绣花园!超便宜!元朗村屋招长短租，环境非常好，适合喜欢拥抱大自然喜欢干净清净人士,https://hongkong365.cn/house/6629a1e01b4d465a6c6289bc,男女皆可,村屋,整租, 元朗/天水围/屯门-壆围村,4000,可议,2024-04-25,nan,个人,花生香港,
超低价港大B1口转租,https://hongkong365.cn/house/6619e2824fdc8d14445bd8d4,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-恒裕大厦,4900,可议,2024-04-25,nan,个人,花生香港,
房东直租无中介费，近科大，坑口站南丰广场两室一厅出租,https://hongkong365.cn/house/6629b9112483272cf652fc0e,女性,洋楼,整租, 将军澳/坑口/宝琳-南丰广场,16000,可议,2024-04-25,nan,房东,花生香港,
海滨南岸24fall大房,https://hongkong365.cn/house/6629f0f41b4d465a6c628aa5,女性,洋楼,合租, 红磡/黄埔-海滨南岸,8000,可议,2024-04-25,nan,中介/其他,花生香港,
包水电性价比康城领都转租5.25-8.25,https://hongkong365.cn/house/6629a0f51b4d465a6c6289ba,女性,洋楼,合租, 康城-日出康城,5500,可议,2024-04-25,nan,个人,花生香港,
港大附近3900单间（7月1日起租）,https://hongkong365.cn/house/64298311bbd76413ea4db0f8,男女皆可,唐楼,合租, 西营盘/坚尼地城/石塘咀-如意大楼,3900,可议,2024-04-25,nan,房东,花生香港,
旺角短租两月,https://hongkong365.cn/house/6629962b2483272cf652fbdc,女性,洋楼,合租, 油麻地/旺角/太子-Marks&Spencer Food Store(朗豪坊购物商场店),8000,可议,2024-04-25,nan,个人,花生香港,
5.10起租｜港大B1口优质单间,https://hongkong365.cn/house/662936321b4d465a6c628989,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-西环,7200,可议,2024-04-25,nan,个人,花生香港,
太子高级学生公寓单人studio转租,https://hongkong365.cn/house/6629e88f2483272cf652fc88,女性,学生公寓,整租, 油麻地/旺角/太子-银河冰室(立方国际青年公寓店),8500,0个月,2024-04-25,nan,个人,花生香港,
香港大学好房转租,https://hongkong365.cn/house/6626280460c4c2513a6a9cf6,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-恒升大楼,7000,可议,2024-04-25,nan,个人,花生香港,
大围名城6-8k女生,https://hongkong365.cn/house/6629f47a2483272cf652fcb9,女性,学生公寓,合租, 大围/沙田-名城,7000,可议,2024-04-25,港中文,个人,花生香港,
香港大学 香港租房,https://hongkong365.cn/house/662a44e316121a7e5036b8f5,男女皆可,洋楼,整租, 湾仔/铜锣湾-慧贤轩,13000,可议,2024-04-25,nan,中介/其他,花生香港,
油麻地駿發花園高層开阳2380/月,https://hongkong365.cn/house/662a7c5fda68f67b1b1257d0,男女皆可,洋楼,合租, 尖沙咀/佐敦-百老汇电影中心,2380,0个月,2024-04-25,nan,房东,花生香港,
大围金禧花园单间转租限女生,https://hongkong365.cn/house/662a7b872dc4796ecb3574ba,女性,洋楼,合租, 大围/沙田-金禧花园,4500,可议,2024-04-25,港中文,个人,花生香港,
港大 3房 包家電,https://hongkong365.cn/house/6629fe9465201722543a8076,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-西环,19800,可议,2024-04-25,nan,中介/其他,花生香港,
免佣 香港大学 香港理工大学 好房快出,https://hongkong365.cn/house/662a5ac35a16b773635e269f,男女皆可,洋楼,合租, 湾仔/铜锣湾-慧兰阁,12800,可议,2024-04-25,nan,中介/其他,花生香港,
港中文，教育大學女生單間,https://hongkong365.cn/house/662a5623abeec26ce90f3451,女性,洋楼,合租, 大埔/火炭/太和-太湖花园第1期,5700,可议,2024-04-25,港中文,房东,花生香港,
大围名城超低价转租限女生,https://hongkong365.cn/house/65097a3c9b3ffd0ddb213886,女性,洋楼,合租, 大围/沙田-名城,5600,可议,2024-04-25,港中文,个人,花生香港,
大降价！油麻地地铁旁5-8月转租,https://hongkong365.cn/house/662a4cdac28ff866395ff4a7,男女皆可,酒店式公寓,合租, 油麻地/旺角/太子-香港海景丝丽酒店,5800,可议,2024-04-25,nan,房东,花生香港,
都会轩女生转租5.15-8.14,https://hongkong365.cn/house/662a6c3e3d58b54e081d3585,女性,酒店式公寓,合租, 红磡/黄埔-都会轩,7000,可议,2024-04-25,nan,个人,花生香港,
【大围转租】两室一厅·近地铁·麦区房,https://hongkong365.cn/house/662a3fbf5a16b773635e2619,男女皆可,唐楼,整租, 大围/沙田-耀宝大厦,15000,可议,2024-04-25,港中文,个人,花生香港,
这里国际青年公寓,https://hongkong365.cn/house/66277b89b40e551401430680,男性,学生公寓,合租, 油麻地/旺角/太子-油麻地众坊街[公交站],4200,可议,2024-04-25,nan,个人,花生香港,
教大中大 大埔中心整租 两室一厅一厨一卫,https://hongkong365.cn/house/662a311016121a7e5036b895,男女皆可,洋楼,整租, 大埔/火炭/太和-富善花园,15000,可议,2024-04-25,港中文,房东,花生香港,
港大地铁站转租可续,https://hongkong365.cn/house/662a22175a16b773635e25be,女性,洋楼,合租, 半山/山顶-香港大学[地铁站]-B1出入口,4500,可议,2024-04-25,nan,个人,花生香港,
北角转租房间/仅限女生/长短租都可/超高性价比,https://hongkong365.cn/house/662a1f775a16b773635e25b8,女性,洋楼,合租, 北角/则鱼涌-北角[地铁站],7600,可议,2024-04-25,nan,个人,花生香港,
富滿大廈 2房1廳帶家具電器 $15500,https://hongkong365.cn/house/6629ffe51b4d465a6c628af3,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-富满大厦,15500,可议,2024-04-25,nan,中介/其他,花生香港,
香港6月.7月转租共10000元,https://hongkong365.cn/house/662a3eff5a16b773635e2613,女性,学生公寓,合租, 九龙城/启德-恩贵楼,5000,可议,2024-04-25,nan,个人,花生香港,
Holborn高层海景公寓转租,https://hongkong365.cn/house/6617488f68b7805f5e38031a,男女皆可,酒店式公寓,整租, 太古/西湾河-西湾河[地铁站],14800,可议,2024-04-24,nan,个人,花生香港,
南港岛黄竹坑,https://hongkong365.cn/house/662289958015fd4b65021e32,女性,洋楼,合租, 南区-珍宝阁,5700,可议,2024-04-24,nan,房东,花生香港,
旺角零距府邸转租,https://hongkong365.cn/house/6628877b60c4c2513a6aa176,男女皆可,酒店式公寓,整租, 油麻地/旺角/太子-旺角,8900,可议,2024-04-24,nan,个人,花生香港,
大單間彩光房！落地大玻璃窗，拎包入住，包水電煤管Wi-Fi，享豪華會所,https://hongkong365.cn/house/6628801f2483272cf652fa3a,女性,洋楼,合租, 康城-日出康城领都(北行)[公交站],6000,可议,2024-04-24,nan,房东,花生香港,
